geometry,zip,puma,FIPS,tract2010,NCES_ID,ec_high_own_ses_hs,ec_high_parent_ses_hs,volunteering_rate_hs,exposure_parent_ses_hs,exposure_own_ses_hs,ec_own_ses_hs,ec_parent_ses_hs,black,white,hispanic,civic_organizations_zip,frac_coll_plus2016,nonwhite_share2010
"c(-80.229, 25.8666)",33147,8606,12,12086000408,120039001478,1.13411,0.53245002,0.03091,0.55554998,0.94994003,0.99502999,0.51508999,0.511,0.128,0.346,0.0060899998,0.0823,0.9652
"c(-80.43, 25.7335)",33185,8618,12,12086015300,120039002735,1.43384,0.90077001,0.024730001,0.80321997,1.16843,1.14691,0.77653998,0.005,0.364,0.601,0.0034099999,0.3169,0.928
"c(-80.1911, 25.8138)",33137,8611,12,12086002201,120039002736,1.60619,1.20011,0.081739999,1.18918,1.5743901,1.58041,1.1918499,0.38,0.252,0.321,0.0095499996,0.2447,0.7747
"c(-80.166686, 25.738632)",33149,8614,12,12086980400,120039002809,1.7975,1.41168,0.10276,1.385,1.72841,1.7273099,1.36173,0.05,0.483,0.414,0.041030001,NA,0.5714
"c(-80.1931, 25.7763)",33128,8613,12,12086003706,120039002810,1.78308,1.32258,0.097120002,1.293,1.68618,1.6913,1.30796,0.063,0.339,0.571,0.57924002,0.1396,0.8335
"c(-80.3458, 25.9012)",33018,8601,12,12086012800,120039002988,1.29783,0.99866003,0.02434,0.85876,1.03791,1.03071,0.82784998,0.052,0.29,0.632,1.1e-4,0.3605,0.8899
"c(-80.3572, 25.6301)",33176,8622,12,12086008304,120039003052,1.72492,1.3781199,0.076200001,1.31715,1.59361,1.5667599,1.30753,0.181,0.324,0.441,0.01078,0.1442,0.9813
"c(-80.1737, 25.9715)",33179,8603,12,12086009803,120039003345,1.54909,1.28009,0.060070001,1.1210099,1.31121,1.20955,1.09863,0.325,0.39,0.219,0.00263,0.2424,0.8728
"c(-80.37501, 25.797969)",33172,8608,12,12086009010,120039003699,1.7254699,1.26852,0.035149999,1.21371,1.5552,1.61803,1.23036,0.01,0.442,0.509,0.01051,0.4413,0.8273
"c(-80.3257, 25.8684)",33016,8607,12,12086013600,120039003838,1.3885601,0.82247001,0.023360001,0.79281002,1.17179,1.23725,0.77231002,0.006,0.243,0.751,0.0099999998,0.1547,0.9685
"c(-80.393244, 25.537109)",33032,8622,12,12086010500,120039003975,1.42362,1.28801,0.029689999,1.30439,1.30784,1.33102,1.25954,0.181,0.324,0.441,0.0049999999,0.2248,0.9373
"c(-80.4514, 25.7118)",33193,8619,12,12086016500,120039004077,1.53562,1.18701,0.038679998,1.07392,1.3486201,1.3297499,1.01876,0.023,0.363,0.591,6.3000002e-4,0.3566,0.917
"c(-80.391, 25.6008)",33177,8622,12,12086020200,120039004078,1.42026,1.06979,0.05339,0.98811001,1.2364,1.2643501,0.99144,0.181,0.324,0.441,0.0053099999,0.1719,0.8804
"c(-80.2952, 25.916)",33014,8601,12,12086009312,120039004339,1.35061,0.85860002,0.041529998,0.85655999,1.21997,1.26122,0.83925998,0.052,0.29,0.632,0.01071,0.3645,0.8393
"c(-80.3723, 25.8523)",33178,8608,12,12086009046,120039004726,1.7115099,1.23875,0.040989999,1.23348,1.60945,1.60462,1.20629,0.01,0.442,0.509,0.00538,0.4763,0.8584
"c(-80.319368, 25.857786)",33012,8609,12,12086000705,120039005861,0.90999001,0.53350002,0.01684,0.39917001,0.64986002,0.72522002,0.41233,0.005,0.237,0.758,0.00235,0.1843,0.9712
"c(-80.3532, 25.8794)",33018,8601,12,12086013300,120039006229,1.03851,0.65992999,0.01367,0.55184001,0.84302002,0.89284003,0.54435998,0.052,0.29,0.632,1.1e-4,0.211,0.9676
"c(-80.342379, 25.931053)",33018,8601,12,12086012400,120039007077,1.36277,1.13922,0.036359999,1.07056,1.22716,1.3121901,1.08682,0.052,0.29,0.632,1.1e-4,0.3131,0.9188
"c(-80.3704, 25.6926)",33173,8620,12,12086008412,120039007634,1.5541199,1.4564,0.058370002,1.37131,1.42507,1.52648,1.41478,0.004,0.462,0.489,0.0067599998,0.4614,0.7964
"c(-80.1471, 25.917)",33160,8603,12,12086000109,120039007635,1.3866301,1.12453,0.0339,1.0799201,1.17211,1.16363,1.02477,0.325,0.39,0.219,0.00777,0.2819,0.7523
"c(-80.384651, 25.808428)",33178,8608,12,12086009010,120039008558,1.71974,1.2806799,0.09826,1.18224,1.5798,1.6048599,1.1884,0.01,0.442,0.509,0.00538,0.4413,0.8273
"c(-81.8393, 27.2227)",34266,2700,12,12027010101,120042000620,0.60131001,0.67881,0.040550001,0.53303999,0.31161001,0.31308001,0.53729999,0.076,0.793,0.086,0.0065799998,0.1361,0.2814
"c(-83.107329, 29.620323)",32628,2300,12,12029970101,120045000626,0.69047999,0.53828001,0.032140002,0.46884999,0.44894999,0.45523,0.48306,0.083,0.823,0.025,0.023320001,0.0668,0.3076
"c(-81.7041, 30.3073)",32205,3107,12,12031002101,120048000648,0.93216997,0.83345997,0.031470001,0.69283998,0.56813002,0.56975001,0.72201997,0.204,0.695,0.042,0.01112,0.4413,0.2166
"c(-81.6545, 30.3623)",32206,3102,12,12031001300,120048000649,0.78333002,0.53994,0.02028,0.50849003,0.39682999,0.42675999,0.46664,0.716,0.206,0.034,0.02359,0.1432,0.9333
"c(-81.9777, 30.3044)",32234,3101,12,12031017300,120048000651,1.09198,1.0271,0.027000001,0.94859999,0.86061001,0.88932002,0.97570002,0.326,0.527,0.047,0.01422,0.1635,0.1978
"c(-81.7243, 30.3451)",32254,3102,12,12031011800,120048000671,1.64441,1.3601201,0.074040003,1.27002,1.45408,1.43707,1.29514,0.716,0.206,0.034,0.01121,0.0426,0.5489
"c(-81.5757, 30.3418)",32211,3103,12,12031015001,120048000681,0.98637003,0.86729002,0.03032,0.75546998,0.65521997,0.62531,0.75206,0.21,0.634,0.064,0.01069,0.1709,0.4675
"c(-81.6116, 30.2777)",32207,3105,12,12031016100,120048000685,0.98587,0.7658,0.031879999,0.71714997,0.70341003,0.71066999,0.68529999,0.119,0.701,0.063,0.018479999,0.1972,0.4545
"c(-81.7073, 30.3906)",32208,3102,12,12031011300,120048000691,0.66522998,0.63422,0.020260001,0.54697001,0.39732999,0.43417999,0.56345999,0.716,0.206,0.034,0.01002,0.1154,0.9837
"c(-81.6729, 30.3518)",32209,3102,12,12031001500,120048000706,1.74909,1.45597,0.096749999,1.4007601,1.57765,1.59947,1.3874201,0.716,0.206,0.034,0.01128,0.0934,0.9796
"c(-81.7097, 30.3822)",32209,3102,12,12031011400,120048000714,0.59671998,0.50905001,0.016860001,0.43643999,0.29460999,0.31926,0.45212999,0.716,0.206,0.034,0.01128,0.15310000000000001,0.9936
"c(-81.4009, 30.3082)",32266,3104,12,12031014001,120048000748,1.34378,1.29606,0.046629999,1.19092,0.98554999,0.89999998,1.14236,0.11,0.769,0.048,0.01161,0.4814,0.0879
"c(-81.615773, 30.250956)",32217,3106,12,12031016601,120048000749,1.16216,0.91452003,0.039209999,0.78738999,0.83482999,0.7701,0.80645001,0.069,0.791,0.066,0.0097700004,0.1994,0.5579
"c(-81.5179, 30.297)",32246,3104,12,12031014312,120048000759,1.18419,1.05345,0.047019999,0.99879998,0.92105001,0.88846999,0.98562998,0.11,0.769,0.048,0.00339,0.3086,0.4368
"c(-81.7678, 30.2893)",32210,3107,12,12031012601,120048000767,0.90623999,0.81057,0.02672,0.71020001,0.55831999,0.56049001,0.73930001,0.204,0.695,0.042,0.0086500002,0.1081,0.5962
"c(-81.7689, 30.2644)",32210,3107,12,12031012800,120048000772,0.84632999,0.85552001,0.039999999,0.78644001,0.68414998,0.71340001,0.83166999,0.204,0.695,0.042,0.0086500002,0.1742,0.5902
"c(-81.6386, 30.3013)",32207,3105,12,12031000600,120048002469,1.64002,1.42195,0.10437,1.36937,1.45743,1.4828,1.3663,0.119,0.701,0.063,0.018479999,0.2356,0.4675
"c(-81.584, 30.1633)",32258,3106,12,12031016805,120048002744,1.4227099,1.27386,0.049929999,1.2221299,1.1583101,1.09507,1.17678,0.069,0.791,0.066,0.0057299999,0.4715,0.2988
"c(-81.6076, 30.4819)",32218,3101,12,12031010201,120048002745,0.99847001,0.96696001,0.030780001,0.89034998,0.66681999,0.67464,0.87544,0.326,0.527,0.047,0.0068999999,0.1691,0.3408
"c(-81.50614, 30.20223)",32256,3105,12,12031014412,120048007629,1.3354599,1.42608,0.03269,1.3301001,1.10619,1.13421,1.31284,0.119,0.701,0.063,0.0064599998,0.5372,0.3538
"c(-87.299098, 30.427269)",32506,3302,12,12033002801,120051000794,0.98466003,0.85268003,0.032480001,0.73275,0.63761002,0.63007998,0.71828997000000006,0.184,0.697,0.021,0.0048600002,0.1275,0.2886
"c(-87.2249, 30.4347)",32501,3302,12,12033001600,120051000805,1.2444,0.99848002,0.032699998,0.65882999,0.47198001,0.27684,0.50001001,0.184,0.697,0.021,0.14318,0.0211,0.7026
"c(-87.3009, 30.5757)",32533,3301,12,12033003700,120051000812,1.15959,1.0699199,0.05167,0.97005999,0.78666002,0.72526997,0.93022001,0.12,0.787,0.019,0.0060200002,0.189,0.3078
"c(-87.2952, 30.488)",32526,3301,12,12033003203,120051000837,0.81278998,0.76628,0.03892,0.68036002,0.54391998,0.55928999,0.66276997,0.12,0.787,0.019,0.0041200002,0.1254,0.594
"c(-87.212, 30.4843)",32504,3302,12,12033001201,120051002169,1.32144,1.06682,0.057909999,0.96354002,0.94125003,0.86838001,0.89594001,0.184,0.697,0.021,0.01266,0.2785,0.3605
"c(-87.4064, 30.9668)",32535,3301,12,12033003900,120051002995,0.79854,0.86000001,0.034740001,0.76095998,0.59553999,0.60764998,0.78048998,0.12,0.787,0.019,0.01537,0.1565,0.1397
"c(-87.248358, 30.497612)",32503,3302,12,12033001402,120051003703,1.16556,1.07227,0.065690003,1.00126,0.97183001,0.99623001,1.0043499,0.184,0.697,0.021,0.0073500001,0.154,0.454
"c(-81.2096, 29.4773)",32110,3500,12,12035060213,120054000842,1.12354,0.81590003,0.045079999,0.76629001,0.76890999,0.68406999,0.71960998,0.047,0.871,0.045,0.04118,0.1298,0.3563
"c(-81.234751, 29.601598)",32137,3500,12,12035060104,120054005533,1.10358,0.97179002,0.047789998,0.90719998,0.87747997,0.93369001,0.90702999,0.047,0.871,0.045,0.01232,0.1832,0.2253
"c(-82.8193, 29.6197)",32693,2300,12,12041950204,120063000862,1.01246,0.86804998,0.044489998,0.72750002,0.73654997,0.79702997,0.76565999,0.083,0.823,0.025,0.01503,0.1792,0.2062
"c(-82.860372, 29.751403)",32619,2300,12,12041950100,120063000863,0.97182,0.81449997,0.054719999,0.68848002,0.70210999,0.76885998,0.71570998,0.083,0.823,0.025,0.01296,0.0801,0.076
"c(-85.2903, 29.7887)",32456,6300,12,12045960300,120069000868,1.11941,0.86505002,0.043230001,0.815,0.80813998,0.83696002,0.81892002,0.175,0.76,0.022,0.0471,0.2279,0.1
"c(-85.1902, 30.1036)",32465,6300,12,12045960100,120069000870,0.83111,0.59728003,0.036210001,0.50567001,0.55656999,0.59560001,0.49770001,0.175,0.76,0.022,0.0084300004,0.1098,0.3047
"c(-82.9353, 30.4773)",32052,12100,12,12047960100,120072000872,0.57766998,0.73975003,0.030400001,0.67703998,0.38541001,0.41099,0.70624,0.185,0.759,0.017,0.01038,0.08,0.5241
"c(-81.834627, 27.528561)",33873,2700,12,12049970400,120075000877,0.75147998,0.86650002,0.035610002,0.67839003,0.37182,0.35957,0.71702999,0.076,0.793,0.086,0.0198,0.1042,0.5339
"c(-81.3992, 26.749)",33935,9300,12,12051000402,120078000888,0.78783,0.92964,0.028419999,0.70761001,0.45853001,0.43588001,0.70418,0.057,0.783,0.102,0.0080000004,0.119,0.5154
"c(-80.9245, 26.7411)",33440,9300,12,12051000100,120078002663,0.64816999,0.74362999,0.03009,0.61045003,0.375,0.36985001,0.62256002,0.057,0.783,0.102,0.01077,0.1561,0.6466
"c(-82.3815, 28.5642)",34601,5301,12,12053040400,120081000890,0.85714,0.71930999,0.041549999,0.66294998,0.53946,0.50186002,0.60924,0.028,0.888,0.048,0.027650001,0.1656,0.3407
"c(-82.5422, 28.4819)",34609,5301,12,12053041006,120081000896,1.11601,0.99155003,0.055860002,0.90762001,0.84715998,0.83915001,0.91981,0.028,0.888,0.048,0.0051600002,0.0914,0.2471
"c(-82.4955, 28.565)",34614,5301,12,12053040702,120081002604,1.0427001,0.89608002,0.04685,0.82058001,0.74945998,0.70776999,0.84601003,0.028,0.888,0.048,0.0060399999,0.1653,0.1615
"c(-82.4635, 28.4883)",34604,5301,12,12053040911,120081004083,1.02981,1.09711,0.048659999,1.0270801,0.80193001,0.84074003,1.05383,0.028,0.888,0.048,0.0095699998,0.1441,0.2622
"c(-82.55036, 28.5998)",34614,5301,12,12053040701,120081006808,0.68761998,0.85935003,0.03968,0.76447999,0.54360002,0.61110997,0.80397999,0.028,0.888,0.048,0.0060399999,0.151,0.1377
"c(-81.431602, 27.487207)",33870,2700,12,12055961100,120084000905,1.15692,0.76018,0.03303,0.65508997,0.76392001,0.74774998,0.66891003,0.076,0.793,0.086,0.025210001,0.136,0.3254
"c(-81.487304, 27.594332)",33825,2700,12,12055960300,120084000906,0.87584001,0.59188002,0.02826,0.51542002,0.60900998,0.63994998,0.51288998,0.076,0.793,0.086,0.015729999,0.0617,0.6522
"c(-81.3728, 27.2939)",33852,2700,12,12055961603,120084000907,1.05592,0.66139001,0.0231,0.54237998,0.71539003,0.70831001,0.54159999,0.076,0.793,0.086,0.018780001,0.1568,0.3824
"c(-82.2999, 27.944)",33510,5707,12,12057012301,120087000918,1.17873,1.1107,0.03545,1.04425,0.86062998,0.85978001,1.0532,0.122,0.654,0.157,0.0091300001,0.2383,0.3413
"c(-82.4667, 28.0345)",33612,5701,12,12057000402,120087000930,1.24045,0.98661,0.036260001,0.82209003,0.75734001,0.64257002,0.77148998,0.325,0.445,0.189,0.0099799996,0.08,0.4897
"c(-82.3627, 27.7937)",33534,5708,12,12057013804,120087000945,1.0323,1.12225,0.02956,0.97245997,0.65917999,0.64094001,0.99598002,0.093,0.748,0.11,0.0047399998,0.2534,0.5337
"c(-82.455989, 27.9915)",33603,5701,12,12057002200,120087000960,1.30514,1.05432,0.037519999,0.8229,0.78647,0.61330003,0.71537,0.325,0.445,0.189,0.01249,0.3854,0.4741
"c(-82.3911, 28.0096)",33617,5705,12,12057010402,120087000965,1.45868,1.22867,0.046500001,1.03308,0.97851998,0.67379999,0.92668998,0.153,0.57,0.127,0.01212,0.2619,0.7201
"c(-82.5191, 28.0123)",33614,5704,12,12057011804,120087000972,0.82950002,0.69088,0.019889999,0.60904998,0.59470999,0.59161001,0.66303998,0.057,0.672,0.195,0.0066499999,0.1588,0.8541
"c(-82.50261, 27.92368)",33629,5702,12,12057006000,120087000999,1.6995699,1.53104,0.071500003,1.42738,1.44912,1.31346,1.4372801,0.075,0.726,0.124,0.0090800002,0.6886,0.1208
"c(-82.1278, 27.9911)",33563,5706,12,12057012600,120087001000,1.096,1.06643,0.02799,0.85637999,0.61677003,0.54137999,0.84968001,0.081,0.762,0.103,0.01552,0.1522,0.5785
"c(-82.5156, 27.8748)",33616,5702,12,12057007002,120087001007,1.14908,1.08582,0.046160001,0.95331001,0.80966002,0.73044997,0.91942,0.075,0.726,0.124,0.0043299999,0.1795,0.6682
"c(-82.520172, 27.953785)",33607,5702,12,12057004600,120087001011,1.08419,0.84495997,0.027729999,0.79337001,0.75691998,0.76388001,0.82507998,0.075,0.726,0.124,0.01037,0.4444,0.7579
"c(-82.375717, 28.008187)",33610,5705,12,12057010402,120087002325,1.25719,0.92104,0.042149998,0.86129999,1.00801,1.02213,0.86343002,0.153,0.57,0.127,0.01131,0.2619,0.7201
"c(-82.5035, 28.1001)",33618,5704,12,12057011524,120087002437,1.40888,1.1976,0.04775,1.11641,1.1074899,1.0285,1.11476,0.057,0.672,0.195,0.0111,0.3025,0.4123
"c(-82.296, 28.0054)",33584,5706,12,12057012107,120087002505,0.97259003,0.82751,0.03066,0.72850001,0.59578001,0.53837001,0.72382998,0.081,0.762,0.103,0.0088799996,0.1666,0.4225
"c(-82.2554, 27.8948)",33596,5707,12,12057013305,120087002562,1.46919,1.39323,0.052680001,1.2962199,1.17214,1.11159,1.30432,0.122,0.654,0.157,0.0058400002,0.4772,0.2209
"c(-82.1719, 27.8881)",33567,5708,12,12057013207,120087002997,1.31652,1.24537,0.035330001,1.12516,0.98808002,0.90772003,1.10996,0.093,0.748,0.11,0.0093200002,0.3318,0.2224
"c(-82.4662, 27.9581)",33607,5702,12,12057004300,120087003179,1.21565,1.1136,0.046640001,0.92049003,0.70526999,0.57414001,0.88064998,0.075,0.726,0.124,0.01037,0.0378,0.9761
"c(-82.58, 28.0794)",33626,5703,12,12057011506,120087003181,1.45768,1.33085,0.05161,1.25551,1.19912,1.14031,1.2361799,0.058,0.661,0.177,0.0059699998,0.6119,0.3642
"c(-82.3543, 28.1577)",33647,5705,12,12057011014,120087003185,1.42687,1.33956,0.042089999,1.18186,1.00729,0.83025002,1.1425399999999999,0.153,0.57,0.127,0.0038900001,0.5379,0.55
"c(-82.312454, 27.851293)",33569,5708,12,12057013919,120087003379,1.24245,1.23303,0.036839999,1.15312,0.9806,0.95502001,1.1651,0.093,0.748,0.11,0.0070400001,0.3421,0.3978
"c(-82.6028, 28.022)",33635,5703,12,12057011608,120087003711,1.28054,1.18724,0.040490001,1.05248,0.98003,0.9501,1.05758,0.058,0.661,0.177,0.0026499999,0.4753,0.4325
"c(-82.3845, 28.1347)",33647,5705,12,12057011008,120087003858,1.43319,1.32111,0.04792,1.16773,1.09582,0.96187001,1.08706,0.153,0.57,0.127,0.0038900001,0.6553,0.376
"c(-82.4335, 27.9904)",33610,5701,12,12057001900,120087003862,1.0881,0.92172998,0.02135,0.70975,0.53723001,0.45469999,0.68308997,0.325,0.445,0.189,0.01131,0.0956,0.9827
"c(-82.2075, 27.8595)",33547,5708,12,12057013921,120087004091,1.59282,1.59254,0.062199999,1.53228,1.37244,1.35116,1.5433199,0.093,0.748,0.11,0.01222,0.6492,0.1479
"c(-82.3545, 27.8844)",33578,5707,12,12057013702,120087004169,0.83307999,0.98750001,0.02973,0.83475,0.60193998,0.59722,0.84450001,0.122,0.654,0.157,0.0095499996,0.282,0.6393
"c(-82.404122, 27.721622)",33570,5708,12,12057014122,120087004872,0.63151997,0.81310999,0.020169999,0.69242001,0.42117,0.43364999,0.6868,0.093,0.748,0.11,0.0074399998,0.1567,0.7082
"c(-82.5342, 28.1585)",33558,5703,12,12057011509,120087006917,1.36713,1.46873,0.046909999,1.4103301,1.15813,1.2094800000000001,1.42792,0.058,0.661,0.177,0.01037,0.514,0.2211
"c(-82.2364, 28.0229)",33527,5706,12,12057012106,120087007001,1.1038899,1.18585,0.042059999,1.0545,0.80923003,0.83504999,1.03833,0.081,0.762,0.103,0.01464,0.2666,0.339
"c(-85.694454, 30.785936)",32425,500,12,12059960400,120090001044,0.89854002,0.74558997,0.051550001,0.63431001,0.60371,0.64247,0.66131002,0.045,0.864,0.022,0.016349999,0.127,0.2045
"c(-80.403794, 27.629182)",32960,6100,12,12061050100,120093001052,1.14869,1.08035,0.037250001,0.91368002,0.71473002,0.59887999,0.85386002,0.032,0.895,0.043,0.049260002,0.1816,0.2673
"c(-80.5137, 27.757858)",32967,6100,12,12061050903,120093002283,1.0649101,0.9149,0.043189999,0.79123002,0.68685001,0.65187001,0.79000002,0.032,0.895,0.043,0.01209,0.0636,0.1982
"c(-85.19993, 30.811001)",32446,6300,12,12063210700,120096001065,1.02991,0.94792998,0.026620001,0.77473998,0.60649002,0.56769001,0.74642998,0.175,0.76,0.022,0.02967,0.2624,0.2193
"c(-84.9217, 30.7096)",32460,6300,12,12063210900,120096001070,0.76144999,0.80040997,0.027000001,0.70916998,0.52723998,0.54166001,0.72262001,0.175,0.76,0.022,0.01393,0.0824,0.2969
"c(-85.3742, 30.7931)",32431,6300,12,12063210400,120096001075,0.72328001,0.70486999,0.027210001,0.64297998,0.52634001,0.57937002,0.67464,0.175,0.76,0.022,0.01764,0.0998,0.3021
"c(-83.1684, 30.0547)",32066,12100,12,12067960200,120102001085,1.05519,0.90494001,0.02665,0.79496002,0.75344998,0.80404001,0.83130997,0.185,0.759,0.017,0.01839,0.1718,0.2147
"c(-81.6722, 28.8469)",32726,6901,12,12069030204,120105001092,1.0987999,0.99422997,0.0372,0.86745,0.7227,0.7123,0.88358998,0.044,0.881,0.051,0.01705,0.1798,0.2633
"c(-81.8887, 28.807719)",34748,6902,12,12069030502,120105001097,1.00167,0.78192002,0.02891,0.66132998,0.53195,0.46717,0.64793003,0.039,0.914,0.02,0.02698,0.0977,0.3081
"c(-81.63609, 28.802628)",32757,6901,12,12069030914,120105001099,1.10663,0.98844999,0.049740002,0.86502999,0.74188,0.72276998,0.85378999,0.044,0.881,0.051,0.016109999,0.2093,0.4362
"c(-81.728995, 28.806648)",32778,6901,12,12069030803,120105001102,1.05966,0.95222002,0.04617,0.80944002,0.69770998,0.70218998,0.81068999,0.044,0.881,0.051,0.020230001,0.1417,0.2035
"c(-81.6651, 28.9302)",32784,6901,12,12069030105,120105001105,0.89377999,0.74422002,0.05821,0.63757998,0.55012,0.58249998,0.64108002,0.044,0.881,0.051,0.020269999,0.1383,0.1555
"c(-81.816533, 28.574162)",34736,6903,12,12069031204,120105001714,1.02512,0.96272999,0.040240001,0.87642998,0.70248997,0.63959002,0.85066003,0.062,0.803,0.089,0.01481,0.1907,0.3795
"c(-81.7138, 28.5386)",34711,6903,12,12069031307,120105003868,1.19555,1.143,0.042330001,1.0467499,0.92816001,0.92843002,1.06419,0.062,0.803,0.089,0.01494,0.2985,0.4044
"c(-81.8775, 26.6283)",33901,7104,12,12071000800,120108001133,1.59622,1.32762,0.068219997,1.21992,1.2348,0.99308002,1.17992,0.105,0.702,0.126,0.067489997,0.4638,0.1435
"c(-81.9147, 26.6632)",33903,7104,12,12071020700,120108001139,1.15713,0.99111003,0.078380004,0.92230999,0.78367001,0.75836003,0.90635002,0.105,0.702,0.126,0.01525,0.3174,0.1294
"c(-81.9015, 26.5408)",33919,7101,12,12071001707,120108001150,1.3296,1.10035,0.071960002,1.00076,0.96789002,0.89826,1.03941,0.006,0.925,0.034,0.02036,0.2146,0.1024
"c(-81.7241, 26.7064)",33905,7103,12,12071030201,120108001157,0.99485999,1.03547,0.066090003,0.92360002,0.69037002,0.70370001,0.91885,0.077,0.691,0.192,0.0068600001,0.5251,0.0994
"c(-81.976, 26.6091)",33991,7102,12,12071010404,120108002075,1.22893,0.99536002,0.066069998,0.92712998,0.89726001,0.86712003,0.92632997,0.02,0.841,0.098,0.01041,0.2196,0.3117
"c(-81.72087, 26.622731)",33971,7103,12,12071040124,120108002398,0.80375999,0.72079003,0.0484,0.60926002,0.52621001,0.5438,0.67879999,0.077,0.691,0.192,0.0047800001,0.1723,0.5884
"c(-82.005, 26.6654)",33993,7102,12,12071010103,120108002565,1.1974601,0.98262,0.065880001,0.92913997,0.92053002,0.91904998,0.93667001,0.02,0.841,0.098,0.00166,0.1627,0.3665
"c(-81.7961, 26.4224)",33928,7105,12,12071050306,120108002566,1.1272200000000001,1.06804,0.05706,0.92769998,0.73321998,0.66571999,0.92026001,0.013,0.876,0.063,0.01533,0.3291,0.1091
"c(-81.8481, 26.5378)",33912,7104,12,12071001202,120108003952,0.96556997,0.88801003,0.050469998,0.83490002,0.70104998,0.72842002,0.79825002,0.105,0.702,0.126,0.018959999,0.394,0.2442
"c(-81.751955, 26.557215)",33913,7104,12,12071040114,120108003955,1.13493,1.12514,0.060479999,1.09495,0.96333998,1.01772,1.0904,0.105,0.702,0.126,0.0066200001,0.535,0.1046
"c(-82.0168, 26.5876)",33914,7102,12,12071010410,120108003965,1.08786,1.14134,0.06961,1.06767,0.88512999,0.95006001,1.08305,0.02,0.841,0.098,0.0046399999,0.3236,0.241
"c(-81.6022, 26.5583)",33974,7103,12,12071040308,120108003966,0.61702001,0.70016003,0.026070001,0.59886998,0.44512999,0.50506002,0.70181,0.077,0.691,0.192,0.00193,0.1307,0.6495
"c(-81.929276, 26.727544)",33909,7102,12,12071010204,120108007353,0.76651001,0.80518001,0.057080001,0.69546002,0.53140002,0.53147,0.69376999,0.02,0.841,0.098,0.0039599999,0.2092,0.2172
"c(-84.2755, 30.4456)",32308,7301,12,12073000200,120111001162,1.53251,1.40807,0.06391,1.29834,1.21216,1.06829,1.2248501,0.34,0.545,0.035,0.0166,0.6178,0.1731
"c(-84.2624, 30.4077)",32301,7301,12,12073000302,120111001166,1.04629,0.84271997,0.027070001,0.64502001,0.49853,0.39601001,0.64951003,0.34,0.545,0.035,0.084080003,0.5926,0.2858
"c(-84.3167, 30.4613)",32304,7301,12,12073002103,120111001176,0.96920002,0.91631001,0.037799999,0.77174002,0.64324999,0.62470001,0.78309,0.34,0.545,0.035,0.01418,0.5569,0.4939
"c(-84.317825, 30.435066)",32304,7301,12,12073002004,120111001178,1.1195600000000001,1.0819401,0.11188,1.06745,0.91902,0.97711998,1.0778,0.34,0.545,0.035,0.01418,0.312,0.5192
"c(-84.2113, 30.4362)",32311,7300,12,12073002509,120111001194,1.50919,1.41593,0.071529999,1.31853,1.23695,1.15283,1.2848099,0.112,0.808,0.027,0.01087,0.2691,0.5735
"c(-84.211217, 30.571339)",32312,7300,12,12073002413,120111003598,1.6442,1.5853601,0.073169999,1.52204,1.44324,1.41677,1.53925,0.112,0.808,0.027,0.01425,0.6659,0.1579
"c(-82.8607, 29.4867)",32626,2300,12,12075970200,120114001199,0.79032999,0.59762001,0.040259998,0.53968,0.51761001,0.54807001,0.54084003,0.083,0.823,0.025,0.0176,0.0917,0.2993
"c(-82.450202, 29.369322)",32696,2300,12,12075970600,120114001201,0.76657999,0.66773999,0.045620002,0.60157001,0.48976001,0.51547003,0.59812999,0.083,0.823,0.025,0.018780001,0.1026,0.4481
"c(-84.981799, 30.427251)",32321,6300,12,12077950200,120117001205,1.0182199,0.68068999,0.05342,0.61540997,0.72100002,0.78477001,0.64696002,0.175,0.76,0.022,0.02012,0.0968,0.3329
"c(-83.453861, 30.481382)",32340,12100,12,12079110302,120120002212,0.81786001,0.70488,0.02485,0.51076001,0.42914999,0.39355001,0.47972,0.185,0.759,0.017,0.02554,0.1165,0.7453
"c(-82.5934, 27.4436)",34207,8103,12,12081000307,120123001220,0.90761,0.67382002,0.02887,0.54048002,0.58591998,0.57884997,0.55822003,0.023,0.881,0.046,0.0087000001,0.1249,0.4263
"c(-82.595481, 27.49186)",34205,8102,12,12081000501,120123001223,1.3216,1.0535001,0.038910002,0.92974001,0.90546,0.81941003,0.89162999,0.037,0.88,0.035,0.034790002,0.1626,0.1418
"c(-82.5785, 27.5305)",34221,8101,12,12081001403,120123001232,0.99372,0.93522,0.03565,0.77443999,0.56532001,0.53478998,0.78555,0.074,0.843,0.045,0.01169,0.1983,0.2827
"c(-82.5507, 27.4683)",34208,8102,12,12081000106,120123001236,1.19251,0.92040998,0.048590001,0.68115997,0.69349998,0.57659,0.62769002,0.037,0.88,0.035,0.0084100002,0.049,0.7484
"c(-82.4386, 27.443)",34211,8103,12,12081002007,120123003425,1.4154,1.3845,0.055330001,1.29477,1.14816,1.04434,1.27009,0.023,0.881,0.046,0.01685,0.4025,0.0925
"c(-82.549985, 27.517671)",34221,8101,12,12081001502,120123003429,0.93212003,0.93531001,0.04944,0.86207002,0.78772002,0.85517001,0.90353000000000006,0.074,0.843,0.045,0.01169,0.174,0.7619
"c(-82.4808, 27.4511)",34203,8102,12,12081002012,120123005608,1.23663,1.2182,0.04245,1.15151,0.99463999,1.02166,1.13722,0.037,0.88,0.035,0.0073799998,0.3407,0.1238
