geometry,zip,puma,FIPS,tract2010,NCES_ID,ec_high_own_ses_hs,ec_high_parent_ses_hs,volunteering_rate_hs,exposure_parent_ses_hs,exposure_own_ses_hs,ec_own_ses_hs,ec_parent_ses_hs,black,white,hispanic,civic_organizations_zip,frac_coll_plus2016,nonwhite_share2010
"c(-87.796059, 34.896864)",35633,100,1,1077011400,010201000765,0.97424001,0.77326,0.022679999,0.69264001,0.72292,0.74965,0.71844,0.076,0.866,0.017,0.01523,0.1611,0.0367
"c(-87.290232, 34.828233)",35652,100,1,1077011802,010201000767,0.9321,0.87646002,0.04301,0.80365998,0.72004998,0.76767999,0.82920003,0.076,0.866,0.017,0.0126,0.3092,0.1232
"c(-87.374157, 34.967822)",35648,100,1,1077011700,010201000770,1.10075,0.86140001,0.02557,0.77623999,0.86543,0.92058003,0.82674998,0.076,0.866,0.017,0.01036,0.1407,0.0237
"c(-87.522186, 34.962905)",35634,100,1,1077011602,010201000772,1.0353,0.78106999,0.03438,0.74479997,0.76836997,0.80151999,0.74931997,0.076,0.866,0.017,0.01258,0.1348,0.0219
"c(-87.670626, 34.926442)",35633,100,1,1077011502,010201000775,1.04135,0.71575999,0.040460002,0.64933997,0.76697999,0.79413003,0.63919002,0.076,0.866,0.017,0.01523,0.1615,0.0357
"c(-87.415366, 34.561365)",35672,600,1,1079979300,010204000780,1.1018,0.87165999,0.077699997,0.80136001,0.91654998,0.95270997,0.81189001,0.113,0.78,0.022,0.0062199999,0.1086,0.1564
"c(-87.298443, 34.475617)",35650,600,1,1079979800,010204000783,1.15137,0.90021998,0.04724,0.73422998,0.86409998,0.90204,0.82207,0.113,0.78,0.022,0.01657,0.1236,0.1484
"c(-87.173644, 34.56667)",35673,600,1,1079979500,010204001546,1.00485,0.76397997,0.035119999,0.66943997,0.69257998,0.74124002,0.70517999,0.113,0.78,0.022,0.020269999,0.0861,0.1194
"c(-85.3727, 32.5496)",36804,1900,1,1081042102,010207000790,0.91399997,0.96866,0.026070001,0.87611002,0.65863001,0.69227999,0.89142001,0.188,0.67,0.024,0.00856,0.274,0.2529
"c(-85.1882, 32.7108)",36854,1900,1,1081041800,010207000791,0.81581002,0.83214003,0.040520001,0.78808999,0.65056002,0.71749997,0.81923002,0.188,0.67,0.024,0.0095300004,0.1851,0.1594
"c(-85.080214, 32.521416)",36877,1900,1,1081042006,010207000795,0.95385998,1.06635,0.05297,0.98461002,0.68681997,0.70556998,0.99893999,0.188,0.67,0.024,0.01101,0.1855,0.1902
"c(-86.8478, 34.9881)",35739,200,1,1083020102,010210000797,1.02133,0.92738003,0.030300001,0.86097002,0.75244999,0.75154001,0.84859997,0.1,0.806,0.023,0.0092200004,0.1679,0.0621
"c(-87.1838, 34.802)",35611,200,1,1083020401,010210000799,0.95569003,0.74632001,0.033670001,0.61022002,0.67123997,0.72825998,0.65684003,0.1,0.806,0.023,0.021570001,0.1229,0.1033
"c(-86.8334, 34.783)",35613,200,1,1083020802,010210000800,1.24023,1.26871,0.034299999,1.18285,1.00612,1.01623,1.18779,0.1,0.806,0.023,0.0070600002,0.3241,0.1819
"c(-87.1238, 34.9396)",35647,200,1,1083020300,010210000810,0.98426998,0.80418003,0.039949998,0.72887999,0.72823,0.73074001,0.73356003,0.1,0.806,0.023,0.01717161,0.1514,0.0354
"c(-86.969672, 34.931313)",35620,200,1,1083020202,010210001549,0.88011998,0.67659998,0.037280001,0.63375998,0.62765998,0.67211998,0.63322002,0.1,0.806,0.023,0.01255,0.143,0.0668
"c(-85.7336, 32.4006)",36083,2400,1,1087231602,010219001811,0.60099,0.38999999,0.01103,0.38999,0.37151,0.36934,0.39131999,0.435,0.518,0.01,0.0403,0.2028,0.9577
"c(-86.432, 34.7376)",35741,200,1,1089010200,010222000556,1.09594,1.14569,0.042989999,1.07867,0.83551002,0.83228999,1.0816801,0.1,0.806,0.023,0.01643,0.3267,0.1381
"c(-86.5699, 34.9376)",35750,200,1,1089010301,010222000836,1.18288,1.24143,0.04157,1.11536,0.82112002,0.81711,1.06741,0.1,0.806,0.023,0.0087700002,0.2357,0.117
"c(-86.4038, 34.5403)",35760,500,1,1089011400,010222000843,0.98386002,1.07166,0.03489,0.98141003,0.67662001,0.75132,0.97324997,0.024,0.912,0.028,0.0068399999,0.1762,0.0604
"c(-86.7156, 34.8343)",35749,200,1,1089010501,010222000848,1.30413,1.39871,0.04913,1.31408,1.00524,0.94805998,1.25973,0.1,0.806,0.023,0.01005,0.4067,0.3779
"c(-86.4553, 34.8703)",35761,200,1,1089010100,010222001683,1.14861,1.23684,0.081569999,1.12892,0.84709001,0.82685,1.09313,0.1,0.806,0.023,0.0091800001,0.3301,0.1867
"c(-87.9905, 34.1395)",35570,1400,1,1093964400,010231000868,1.06139,0.82512999,0.02506,0.72904003,0.70633,0.69352001,0.76261997,0.066,0.885,0.002,0.01395,0.0754,0.1128
"c(-88.2517, 30.6695)",36695,2703,1,1097006404,010237000899,1.26926,1.2939,0.034299999,1.18795,0.92681003,0.88343,1.1558599,0.14,0.786,0.02,0.0070799999,0.3283,0.2645
"c(-88.178953, 30.779186)",36613,2703,1,1097006102,010237000900,0.48058999,0.46201,0.01249,0.42350999,0.28906,0.30809,0.43399,0.14,0.786,0.02,0.01149,0.1052,0.1714
"c(-88.237389, 31.095114)",36522,2703,1,1097006000,010237000906,0.79841,0.76444,0.026520001,0.67771,0.53687,0.55655003,0.71026999,0.14,0.786,0.02,0.01363,0.1153,0.2748
"c(-88.1465, 30.6628)",36609,2702,1,1097003205,010237000912,1.16058,1.07964,0.02987,0.88846999,0.72996002,0.63779002,0.82569999,0.331,0.596,0.021,0.0074499999,0.1147,0.8437
"c(-88.2785, 30.7803)",36575,2703,1,1097006301,010237000934,1.0209301,0.88887,0.031599998,0.76977003,0.67339998,0.65897,0.79054999,0.14,0.786,0.02,0.0077900002,0.1368,0.0932
"c(-88.0867, 30.6828)",36606,2701,1,1097002501,010237000942,1.17467,0.94928998,0.042640001,0.78552997,0.72996002,0.60156,0.70653999,0.637,0.337,0.011,0.01562,0.5733,0.1186
"c(-88.0865, 30.7142)",36617,2701,1,1097000701,010237000962,0.7845,0.52942997,0.01902,0.43748,0.48604,0.48416999,0.46013001,0.637,0.337,0.011,0.0077999998,0.091,0.9954
"c(-88.0807, 30.7432)",36610,2701,1,1097007500,010237000964,0.47918001,0.38710999,0.01179,0.35148999,0.25909001,0.27157,0.35161,0.637,0.337,0.011,0.018850001,0.0787,0.9752
"c(-88.2802, 30.4421)",36544,2703,1,1097007300,010237000989,0.92295003,0.90764999,0.033989999,0.78645003,0.62054998,0.61464,0.80234998,0.14,0.786,0.02,0.0065600001,0.0615,0.3111
"c(-88.1857, 30.5446)",36582,2703,1,1097007101,010237001688,0.92944998,0.82659,0.03796,0.72987002,0.59069997,0.56856,0.72510999,0.14,0.786,0.02,0.00722,0.1417,0.1885
"c(-87.341907, 31.431873)",36460,2200,1,1099076100,010240000975,1.04085,0.82388002,0.037129998,0.74159998,0.74431002,0.77442998,0.78066999,0.322,0.611,0.004,0.01381,0.1288,0.2263
"c(-86.355442, 32.34839)",36108,2000,1,1101003000,010243000504,1.62448,1.2657599,0.069480002,1.2548,1.47699,1.5118999,1.23628,0.509,0.394,0.023,0.0087299999,0.0555,0.8517
"c(-86.325149, 32.349264)",36108,2000,1,1101002400,010243001015,0.57178003,0.55220002,0.0083499998,0.48980001,0.32356,0.37145999,0.51617998,0.509,0.394,0.023,0.0087299999,0.1883,0.9811
"c(-86.2626, 32.3432)",36111,2000,1,1101002000,010243001024,0.88859999,0.61427999,0.0098799998,0.57703,0.61540997,0.64410001,0.56696999,0.509,0.394,0.023,0.01113,0.5846,0.3366
"c(-86.271649, 32.378702)",36107,2000,1,1101001600,010243001035,0.94431001,0.8136,0.01654,0.69437999,0.57485002,0.54615998,0.64955002,0.509,0.394,0.023,0.01274,0.1454,0.5829
"c(-86.3101, 32.3558)",36104,2000,1,1101001300,010243001036,0.71423,0.58974999,0.0091300001,0.52934003,0.43713999,0.46334001,0.54956001,0.509,0.394,0.023,0.20799001,0.4316,0.696
"c(-86.247158, 32.331029)",36111,2000,1,1101002800,010243001417,1.75687,1.39564,0.097829998,1.37708,1.60796,1.6814801,1.39273,0.509,0.394,0.023,0.01113,0.2988,0.7021
"c(-86.219659, 32.323758)",36116,2000,1,1101005605,010243001457,1.53545,1.24325,0.041250002,1.20508,1.35472,1.3972,1.2113301,0.509,0.394,0.023,0.0062899999,0.4763,0.7158
"c(-87.0935, 34.4168)",35619,600,1,1103005200,010248001042,1.03044,0.85529,0.042520002,0.82012999,0.72908002,0.78415,0.81624001,0.113,0.78,0.022,0.00697,0.1257,0.0637
"c(-86.9123, 34.3663)",35622,600,1,1103005500,010248001044,0.87759,0.86745,0.039480001,0.77070999,0.62186998,0.66728002,0.84327,0.113,0.78,0.022,0.019880001,0.0842,0.0571
"c(-86.896765, 34.550065)",35603,600,1,1103005404,010248001048,1.14457,1.05092,0.02448,0.97417003,0.90688002,0.91570002,0.94898999,0.113,0.78,0.022,0.0097099999,0.2628,0.0513
"c(-87.0795, 34.5853)",35673,600,1,1103005101,010248001052,1.01826,1.05483,0.032310002,0.92159998,0.75244999,0.80958003,0.94172001,0.113,0.78,0.022,0.020269999,0.2164,0.2109
"c(-86.705017, 34.413285)",35670,600,1,1103005600,010248001696,0.98958999,0.86058003,0.026070001,0.81064999,0.67572999,0.70078999,0.80634999,0.113,0.78,0.022,0.014880000000000001,0.1209,0.0454
"c(-86.711931, 33.491317)",35223,1303,1,1073010805,010249001056,1.8234299,1.72214,0.078319997,1.70339,1.71665,1.72508,1.71304,0.125,0.8,0.021,0.01514,0.7027,0.0846
"c(-87.646949, 34.743045)",35661,100,1,1033020703,010252001062,1.3340501,1.07539,0.046289999,0.99634999,1.07462,1.1013,0.99721998,0.076,0.866,0.017,0.01321,0.2977,0.2365
"c(-86.497175, 33.933883)",35121,800,1,1009050102,010255001064,1.39265,0.97548002,0.03235,0.90827,1.16248,1.25107,0.93128002,0.041,0.894,0.027,0.02138,0.1904,0.1735
"c(-85.369438, 32.668149)",36801,1900,1,1081041200,010258001070,0.99497998,1.00237,0.02932,0.79975998,0.54171997,0.46998,0.70814002,0.188,0.67,0.024,0.02111,0.4154,0.1759
"c(-86.2395, 31.2886)",36467,2300,1,1039962400,010261001073,1.03869,0.76230001,0.0221,0.64832997,0.72837001,0.73281002,0.69132,0.116,0.832,0.015,0.01236,0.1792,0.055
"c(-85.831382, 33.611216)",36203,1100,1,1015001201,010263501075,1.1776299,1.14571,0.041859999,0.99330997,0.88423002,0.87220001,1.01314,0.196,0.726,0.012,0.01259,0.0898,0.3843
"c(-85.625957, 31.459527)",36360,2500,1,1045020500,010264001080,0.99562001,0.79497999,0.032329999,0.71869999,0.63709003,0.60061997,0.69073999,0.202,0.745,0.011,0.018200001,0.2359,0.2787
"c(-86.294403, 33.583875)",35125,800,1,1115040203,010265001573,1.12158,0.76973999,0.03153,0.70332003,0.78846997,0.79311001,0.70488,0.041,0.894,0.027,0.019169999,0.1469,0.2731
"c(-85.0397, 32.485)",36870,2400,1,1113030500,010270001088,0.72798997,0.77796,0.03204,0.70594001,0.45172,0.45965001,0.67097002,0.435,0.518,0.01,0.0040500001,0.1984,0.3031
"c(-87.9067, 33.325)",35466,1500,1,1107050000,010273001104,1.2658401,0.78055,0.044890001,0.65678,0.93945998,0.96090001,0.69322002,0.206,0.753,0.008,0.01375,0.1507,0.2074
"c(-85.622573, 33.928973)",36272,1100,1,1015002300,010276001108,0.97053999,0.83289999,0.044500001,0.73763001,0.69551998,0.73043001,0.75783002,0.196,0.726,0.012,0.01612,0.1063,0.1637
"c(-85.478044, 33.311588)",36278,1000,1,1111000300,010282001119,0.70754999,0.75612003,0.015699999,0.65812999,0.48058,0.54135001,0.62475997,0.147,0.79,0.013,0.02042,0.1852,0.2107
"c(-85.39296, 33.373704)",36280,1000,1,1111000200,010282001125,0.93453002,0.80653,0.02475,0.70332003,0.70538002,0.75418001,0.78210998,0.147,0.79,0.013,0.0072900001,0.1349,0.0812
"c(-85.372051, 33.149524)",36274,1000,1,1111000500,010285001126,0.89885002,0.81818998,0.032949999,0.71530002,0.57603002,0.56190001999999994,0.69185001,0.147,0.79,0.013,0.01124,0.1498,0.4279
"c(-85.149941, 32.33355)",36875,2400,1,1113031200,010288001802,0.59873003,0.62559998000000006,0.044769999,0.59855002,0.40492001,0.42139,0.58657002,0.435,0.518,0.01,0.016930001,0.1433,0.401
"c(-87.739349, 34.524949)",35653,100,1,1059973200,010291001142,1.12284,0.81792998,0.0298,0.64533001,0.71891999,0.67536998,0.67234999,0.076,0.866,0.017,0.01494,0.1064,0.3628
"c(-86.0027, 34.6728)",35769,400,1,1071950900,010294001147,1.07108,0.87061,0.035149999,0.78489,0.73653001,0.68440002,0.77787,0.02,0.889,0.024,0.01295,0.2239,0.0706
"c(-87.022637, 32.428416)",36703,1700,1,1047956400,010297001160,0.72935998,0.46844,0.016480001,0.40990999,0.48822001,0.48298001,0.43096,0.483,0.49,0.01,0.01849,0.0486,0.9743
"c(-86.767236, 33.092001)",35040,1200,1,1117030501,010303001170,1.19303,0.91646999,0.03387,0.82622999,0.90922999,0.96003997,0.84201002,0.102,0.826,0.027,0.01034,0.2652,0.3101
"c(-86.680505, 33.333645)",35043,1200,1,1117030214,010303001171,1.5446301,1.37832,0.034189999,1.2801501,1.34033,1.35365,1.29322,0.102,0.826,0.027,0.01873,0.441,0.0917
"c(-86.6001, 33.1793)",35051,1200,1,1117030703,010303001174,1.29247,0.67115003,0.040279999,0.63063002,0.95248997,0.96499997,0.60358,0.102,0.826,0.027,0.027519999,0.184,0.2151
"c(-86.8604, 33.1039)",35115,1200,1,1117030407,010303001177,0.91803002,0.51745999,0.041900001,0.47464001,0.67058998,0.66944999,0.48809001,0.102,0.826,0.027,0.01825,0.2683,0.2902
"c(-86.7342, 33.3665)",35242,1200,1,1117030305,010303001189,1.7424099,1.66405,0.061239999,1.59665,1.58032,1.5892,1.61145,0.102,0.826,0.027,0.01361,0.5853,0.0564
"c(-86.26686, 33.818935)",35953,800,1,1115040401,010306201362,1.01906,0.76262999,0.04194,0.66644001,0.79295999,0.84890002,0.70251,0.041,0.894,0.027,0.01312,0.1019,0.1583
"c(-86.370328, 33.703272)",35120,800,1,1115040502,010306201367,1.04353,0.71083999,0.042970002,0.66917998,0.81379998,0.84375,0.67238998,0.041,0.894,0.027,0.00655,0.1199,0.2137
"c(-86.438805, 33.784436)",35146,800,1,1115040501,010306201377,1.31083,1.0845701,0.050620001,1.00957,1.07231,1.12045,1.02253,0.041,0.894,0.027,0.01447,0.2167,0.0623
"c(-86.4599, 33.6111)",35004,800,1,1115040106,010306201591,1.31452,1.06331,0.037300002,0.95836002,1.04782,1.12014,0.99006999,0.041,0.894,0.027,0.0081399996,0.1684,0.1155
"c(-86.2514, 33.1768)",35150,1000,1,1121011800,010312001200,1.19275,1.02621,0.029060001,0.87386,0.79900002,0.76960999,0.92348999,0.147,0.79,0.013,0.01474,0.0636,0.3962
"c(-86.077443, 33.423001)",35160,1000,1,1121011000,010315001207,0.74265999,0.67834997,0.02461,0.54745001,0.44374001,0.42071,0.52073002,0.147,0.79,0.013,0.01272,0.1699,0.1407
"c(-86.258055, 33.178673)",35150,1000,1,1121011700,010318001210,0.71328998,0.64699,0.01403,0.5244,0.47964999,0.54611999,0.54356003,0.147,0.79,0.013,0.01474,0.1828,0.2755
"c(-86.341611, 33.273707)",35044,1000,1,1121011300,010318001213,0.91648,0.75338,0.026289999,0.63072997,0.61303002,0.63050002,0.67878997,0.147,0.79,0.013,0.01318,0.1108,0.355
"c(-86.1022, 33.6345)",35096,1000,1,1121010201,010318001214,0.76903999,0.71674001,0.033920001,0.66446,0.55813003,0.54347003,0.70068002,0.147,0.79,0.013,0.0090100002,0.1476,0.3046
"c(-85.9483, 33.5249)",36268,1000,1,1121010102,010318001220,0.73374999,0.81547999,0.03122,0.73000997,0.55071002,0.59191,0.76174003,0.147,0.79,0.013,0.0123,0.0753,0.2561
"c(-85.80403, 33.014564)",36256,1800,1,1123961900,010321000038,0.82029998,0.76095998,0.025350001,0.71148002,0.62013,0.65470999,0.72745001,0.221,0.731,0.015,0.021413224,0.1183,0.1388
"c(-85.7545, 32.8296)",36853,1800,1,1123962400,010321001229,0.83392,0.68237001,0.02421,0.56493998,0.50963002,0.51378,0.57463002,0.221,0.731,0.015,0.040309999,0.147,0.4097
"c(-85.8973, 32.537)",36078,2100,1,1051030400,010324001238,0.93848997,1.02636,0.025979999,0.92312002,0.67013001,0.67515999,0.94981998,0.272,0.691,0.009,0.01616,0.2339,0.2723
"c(-87.7367, 31.8857)",36784,2200,1,1025957602,010330001248,1.01024,0.86193001,0.0173,0.72768998,0.76769,0.79369998,0.76751,0.322,0.611,0.004,0.01123,0.1546,0.4562
"c(-85.947971, 31.802093)",36081,2400,1,1109189100,010333001602,1.17664,1.01454,0.023979999,0.79341,0.74856001,0.66658998,0.73009998,0.435,0.518,0.01,0.0276,0.3301,0.4042
"c(-87.453, 33.1576)",35405,1600,1,1125010802,010336002101,1.22019,0.81263,0.02692,0.70918,0.88462001,0.80444998,0.65509999,0.372,0.561,0.024,0.0080199996,0.3334,0.2682
"c(-87.5275, 33.2443)",35406,1600,1,1125010406,010336002102,1.50691,1.38521,0.044819999,1.14393,1.14335,0.87054002,0.92660999,0.372,0.561,0.024,0.0098599996,0.7113,0.1105
"c(-87.5378, 33.13)",35405,1500,1,1125012503,010339000052,1.4561599,1.10105,0.055989999,0.96754998,1.1282099,1.03223,0.9382,0.206,0.753,0.008,0.0080199996,0.4184,0.2495
"c(-87.312103, 33.257211)",35490,1500,1,1125010601,010339001274,1.23173,0.87094003,0.042309999,0.79535002,0.98708999,1.00016,0.80427998,0.206,0.753,0.008,0.00624,0.1278,0.0965
"c(-87.6331, 33.4702)",35546,1500,1,1125010103,010339001287,1.37562,0.99690998,0.02682,0.94414002,1.18573,1.22212,0.93829,0.206,0.753,0.008,0.0090600001,0.1447,0.0831
"c(-87.6084, 33.3078)",35475,1500,1,1125010201,010339001291,1.45401,1.1293,0.0307,0.98905998,1.11122,1.0015,0.97824001,0.206,0.753,0.008,0.00351,0.407,0.1172
"c(-87.701957, 34.738515)",35674,100,1,1033020500,010342001297,1.06654,0.91029,0.037269998,0.76406997,0.79180002,0.79250997,0.77309,0.076,0.866,0.017,0.01092,0.1859,0.1322
"c(-86.780231, 33.419277)",35216,1303,1,1073012906,010343001304,1.7657,1.58781,0.065889999,1.52881,1.59753,1.57583,1.51578,0.125,0.8,0.021,0.01949,0.5794,0.1911
"c(-87.50535, 33.903659)",35549,1400,1,1127021100,010345000135,0.88490999,0.54056001,0.02225,0.46572,0.6275,0.72957999,0.50041997,0.066,0.885,0.002,0.015,0.106,0.067
"c(-87.183547, 33.766139)",35550,1400,1,1127021500,010345001308,0.89789999,0.67957002,0.025629999,0.64517999,0.70556998,0.74680001,0.63186997,0.066,0.885,0.002,0.0141,0.0466,0.1143
"c(-87.215813, 33.958258)",35503,1400,1,1127020900,010345001310,1.0865,0.76932001,0.043469999,0.67837,0.82257998,0.80899,0.67464,0.066,0.885,0.002,0.01538,0.0884,0.0329
"c(-87.0618, 33.7502)",35062,1400,1,1127021700,010345001311,0.88024998,0.63327003,0.033829998,0.5266,0.59588999,0.65100002,0.58425999,0.066,0.885,0.002,0.0091700004,0.1158,0.0999
"c(-88.251362, 31.46182)",36518,2200,1,1129044000,010348001335,1.23017,0.96073997,0.0173,0.84974003,0.97451001,1.0406801,0.93198001,0.322,0.611,0.004,0.02416,0.1261,0.2201
"c(-87.8209, 33.9415)",35594,1400,1,1093964700,010354001355,1.27169,0.88931,0.040539999,0.78865999,0.97922999,0.96733999,0.81286001,0.066,0.885,0.002,0.01169,0.2143,0.0691
"c(-87.39719, 34.164792)",35553,700,1,1133965600,010358001357,0.81494999,0.61153001,0.048080001,0.52853000000000006,0.57975,0.54111999,0.53939003,0.01,0.93,0.013,0.021679999,0.1143,0.0353
"c(-131.677936, 55.353558)",99901,300,2,2130000200,020015000047,1.28843,1.36747,0.088030003,1.28664,1.08039,1.06634,1.26919,0.022,0.723,0.02,0.029990001,0.214,0.4214
"c(-149.7332, 61.232204)",99506,101,2,2020000703,020018000057,1.38518,1.31862,0.089869998,1.21672,1.26406,1.29399,1.2213399,0.037,0.696,0.068,0.0075900001,0.1025,0.5778
"c(-149.534616, 61.369301)",99567,101,2,2020000102,020018000069,1.59339,1.56156,0.084420003,1.50912,1.46263,1.45595,1.48437,0.037,0.696,0.068,0.01404,0.2712,0.1848
"c(-149.935215, 61.142796)",99502,102,2,2020002303,020018000073,1.61304,1.54838,0.085330002,1.4969701,1.47399,1.45863,1.48605,0.027,0.725,0.045,0.0049800002,0.2674,0.4196
"c(-149.805025, 61.199754)",99508,101,2,2020000802,020018000075,1.51126,1.29873,0.082230002,1.18025,1.32818,1.27797,1.13825,0.037,0.696,0.068,0.01058,0.2196,0.5498
"c(-149.917099, 61.200929)",99517,101,2,2020001300,020018000120,1.54155,1.3389,0.094599999,1.25769,1.38834,1.31743,1.21325,0.037,0.696,0.068,0.01222,0.601,0.152
"c(-149.808494, 61.100283)",99516,102,2,2020002821,020018000454,1.7835799,1.71155,0.075290002,1.6497,1.67137,1.68738,1.66451,0.027,0.725,0.045,0.00654,0.5758,0.1822
"c(-149.57236, 61.298507)",99577,101,2,2020000204,020018000458,1.5904599,1.6129,0.066469997,1.5632499,1.4738801,1.45805,1.60465,0.037,0.696,0.068,0.01135,0.4737,0.1707
"c(-149.781301, 61.139047)",99507,102,2,2020002812,020018000531,1.59787,1.42977,0.10012,1.35981,1.46583,1.40677,1.33515,0.027,0.725,0.045,0.01052,0.442,0.1869
"c(-134.429418, 58.305326)",99801,300,2,2110000500,020021000133,1.5218,1.47751,0.090049997,1.36683,1.35128,1.2693,1.32234,0.022,0.723,0.02,0.027720001,0.5106,0.2733
"c(-135.34095, 57.062237)",99835,400,2,2220000200,020024000143,1.40952,1.29594,0.096110001,1.2407300000000001,1.1878901,1.1603,1.2318,0.004,0.34,0.016,0.03503,0.351,0.3891
"c(-151.528097, 59.651868)",99603,200,2,2122001000,020039000158,1.42571,1.32061,0.10423,1.25618,1.21384,1.16644,1.22605,0.009,0.846,0.032,0.04005,0.3083,0.1264
"c(-151.212574, 60.561422)",99611,200,2,2122000600,020039000537,1.36902,1.28241,0.12009,1.1820199,1.16357,1.15545,1.20578,0.009,0.846,0.032,0.02032,0.2271,0.2301
"c(-151.096317, 60.493495)",99669,200,2,2122000500,020039000542,1.40253,1.39902,0.090159997,1.3414299,1.23671,1.21275,1.29606,0.009,0.846,0.032,0.021679999,0.2625,0.155
"c(-152.393905, 57.793365)",99615,400,2,2150000300,020048000185,1.3422,1.2896301,0.094580002,1.18876,1.18417,1.1685899,1.16374,0.004,0.34,0.016,0.021670001,0.1829,0.7211
"c(-149.430625, 61.588204)",99654,200,2,2170000800,020051000237,1.37308,1.2542,0.10421,1.21746,1.22531,1.2387201,1.19487,0.009,0.846,0.032,0.01175,0.1227,0.2039
"c(-165.40547, 64.542453)",99762,400,2,2180000200,020057000568,1.39508,1.3257999,0.056000002,1.24014,1.24172,1.22157,1.25903,0.004,0.34,0.016,0.02939,0.2397,0.6942
"c(-147.732627, 64.835345)",99701,300,2,2090000300,020060000270,1.4739,1.38789,0.082680002,1.32952,1.29135,1.2452199,1.31344,0.022,0.723,0.02,0.032839999,0.1604,0.5042
"c(-147.36948, 64.746564)",99705,300,2,2090001600,020060000273,1.43153,1.40826,0.082599998,1.37997,1.26062,1.24471,1.37602,0.022,0.723,0.02,0.01135,0.2074,0.2053
"c(-147.825413, 64.851566)",99709,300,2,2090001300,020060000281,1.6431299,1.5066299,0.11235,1.46992,1.5024,1.48313,1.46091,0.022,0.723,0.02,0.01445,0.5906,0.1851
"c(-162.58468, 66.902207)",99752,400,2,2188000200,020062500569,1.26537,1.23702,0.12857001,1.13973,1.11585,1.0707,1.15054,0.004,0.34,0.016,0.01238,0.1816,0.8441
"c(-111.956, 33.7855)",85266,112,4,4013613100,040000101204,1.7207201,1.6377,0.042520002,1.56173,1.55625,1.48602,1.57989,0.007,0.891,0.027,0.03104,0.6324,0.0689
"c(-112.451857, 34.746849)",86323,500,4,4025000202,040000301458,1.08025,0.68924999,0.042199999,0.66696,0.78885001,0.79343998,0.64585,0.003,0.853,0.061,0.019929999,0.1439,0.1902
"c(-111.8321, 33.4142)",85201,103,4,4013421400,040005300754,1.6361099,1.38325,0.085409999,1.41062,1.4656301,1.55056,1.3761899,0.055,0.665,0.186,0.035270002,0.1981,0.4667
"c(-114.028214, 35.223572)",86409,600,4,4015953900,040007402185,1.4524699,0.88879001,0.048239999,0.81805003,1.17507,1.24046,0.87444001,0.008,0.844,0.075,0.0092900004,0.1934,0.2003
